PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,smiles,AID,match,murcko,gen_murcko
118720654,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118143962,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146849,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4F)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146984,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(F)c4)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146814,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccc(F)cc4)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146855,Active,,Cc1ccc(NC(=O)c2ccc(F)c(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146793,Active,,Cc1ccc(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)ccc2F)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118144051,Active,,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2F)cn1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
70702010,Active,,Cc1cncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)c1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
118146727,Active,,Cc1ncccc1NC(=O)c1cccc(-n2cc(NC(=O)Nc3ccccc3Cl)cn2)c1,1170949,False,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)Nc3cccnc3)c2)c1,CC(CC1CCCCC1)CC1CCC(C2CCCC(C(C)CC3CCCCC3)C2)C1
