PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,7.62,IC50,=,7620,nM
2,103623345,44578128,Unspecified,,,,100,IC50,>,100000,nM
3,312357905,118713859,Unspecified,,,,100,IC50,>,100000,nM
4,312357906,118713860,Unspecified,,,,100,IC50,>,100000,nM
5,312357907,118713861,Unspecified,,,,100,IC50,>,100000,nM
6,312357908,118713862,Unspecified,,,,100,IC50,>,100000,nM
7,312357909,118713863,Active,,,,12.85,IC50,=,12850,nM
8,312357910,118713864,Active,,,,11.64,IC50,=,11640,nM
9,312357911,118713865,Active,,,,18.51,IC50,=,18510,nM
10,312357912,118713866,Active,,,,5.99,IC50,=,5990,nM
11,312357913,118713867,Active,,,,8.94,IC50,=,8940,nM
12,312357914,118713868,Active,,,,8.83,IC50,=,8830,nM
13,312357915,118713869,Active,,,,7.57,IC50,=,7570,nM
14,312357916,118713870,Unspecified,,,,88.42,IC50,=,88420,nM
15,312357917,118713871,Unspecified,,,,100,IC50,>,100000,nM
16,312357918,118713872,Unspecified,,,,100,IC50,>,100000,nM
17,312357919,118713874,Unspecified,,,,100,IC50,>,100000,nM
18,312357920,118713876,Active,,,,19.49,IC50,=,19490,nM
19,312357921,118713878,Active,,,,10.71,IC50,=,10710,nM
20,312357922,118713880,Active,,,,9.95,IC50,=,9950,nM
21,312357923,118713882,Unspecified,,,,83.88,IC50,=,83880,nM
22,312357924,118713884,Active,,,,12.99,IC50,=,12990,nM
23,312357925,118713886,Active,,,,19.21,IC50,=,19210,nM
24,312357926,118713888,Unspecified,,,,100,IC50,>,100000,nM
